Num.of.Individuals	Num.of.Markers	Type	accuracy	SD	misclassification	FST	jittered_x
50	80	R	0.9915	0.0122581873821025	0.00849999999999995	0.09	80.0975010937545
50	90	R	0.993	0.00978720969859187	0.00700000000000001	0.09	89.8884525665548
50	100	R	0.996	0.00680557047378721	0.004	0.09	99.8283389155753
10	10	T	1	0	0	0.1	10.129835441662
10	20	T	1	0	0	0.1	20.151495206356
10	30	T	1	0	0	0.1	30.1330858334899
10	40	T	1	0	0	0.1	40.0005973069929
10	50	T	1	0	0	0.1	49.9838018398266
10	60	T	1	0	0	0.1	60.2419118218124
10	70	T	1	0	0	0.1	69.8606858339626
10	80	T	1	0	0	0.1	80.0754346852191
10	90	T	1	0	0	0.1	89.9257446372416
10	100	T	1	0	0	0.1	100.034053632291
20	10	T	1	0	0	0.1	9.8167259210255
20	20	T	1	0	0	0.1	19.8086826224346
20	30	T	1	0	0	0.1	29.703128045937
20	40	T	1	0	0	0.1	40.0067287916783
20	50	T	1	0	0	0.1	49.9882273693103
20	60	T	1	0	0	0.1	60.1401682480238
20	70	T	1	0	0	0.1	70.0599070955999
20	80	T	1	0	0	0.1	79.7064807261806
20	90	T	1	0	0	0.1	90.140603128681
20	100	T	1	0	0	0.1	99.9902901154477
30	10	T	1	0	0	0.1	10.1344836391974
30	20	T	1	0	0	0.1	20.1551227584016
30	30	T	1	0	0	0.1	30.252183638094
30	40	T	1	0	0	0.1	39.789605905069
30	50	T	1	0	0	0.1	49.8612387334928
30	60	T	1	0	0	0.1	60.0607877222355
30	70	T	1	0	0	0.1	70.2521483434364
30	80	T	1	0	0	0.1	80.2219365265686
30	90	T	1	0	0	0.1	89.9646068179049
30	100	T	1	0	0	0.1	100.0120350766
40	10	T	1	0	0	0.1	10.0534946245141
40	20	T	1	0	0	0.1	20.1614193090238
40	30	T	1	0	0	0.1	30.1638091010973
40	40	T	1	0	0	0.1	40.0763274959289
40	50	T	1	0	0	0.1	49.7234806011431
40	60	T	1	0	0	0.1	59.967162450403
40	70	T	1	0	0	0.1	70.0728825901635
40	80	T	1	0	0	0.1	80.0604843146633
40	90	T	1	0	0	0.1	90.0198295086622
40	100	T	1	0	0	0.1	99.9806030045263
50	10	T	1	0	0	0.1	10.1702440731227
50	20	T	1	0	0	0.1	19.8266657850239
50	30	T	1	0	0	0.1	29.9691010673996
50	40	T	1	0	0	0.1	40.1599678099621
50	50	T	1	0	0	0.1	49.8792289797682
50	60	T	1	0	0	0.1	60.0586082931608
50	70	T	1	0	0	0.1	69.8454795743804
50	80	T	1	0	0	0.1	79.8922674267553
50	90	T	1	0	0	0.1	90.2923584010452
50	100	T	1	0	0	0.1	99.8739439556841
10	10	R	0.7925	0.0949722951291863	0.2075	0.1	9.84060144475661
10	20	R	0.87	0.049736145915484	0.13	0.1	19.9086048198398
10	30	R	0.9125	0.0723205583350594	0.0875	0.1	30.2114220592193
10	40	R	0.9475	0.0572965508284932	0.0525	0.1	40.0388706870377
10	50	R	0.9625	0.0393198757828525	0.0375	0.1	50.0007115858607
10	60	R	0.9775	0.034316637057663	0.0225	0.1	60.1258850875776
10	70	R	0.985	0.028562028528874	0.015	0.1	69.7775458719116
10	80	R	0.99	0.0205195670417031	0.01	0.1	80.2208238507155
10	90	R	0.9925	0.0183173774266262	0.00750000000000006	0.1	90.0555183635093
10	100	R	0.995	0.0153896752812773	0.005	0.1	99.8708409917541
20	10	R	0.80875	0.0847888243628965	0.19125	0.1	10.2149227971211
20	20	R	0.89	0.0454509567961359	0.11	0.1	20.0887505226303
20	30	R	0.93625	0.0417345937537371	0.06375	0.1	29.8732309557963
20	40	R	0.9525	0.0333442964427675	0.0475	0.1	39.9610849488061
20	50	R	0.96875	0.021267407730585	0.03125	0.1	49.8880271242
20	60	R	0.9775	0.0197017231413103	0.0225	0.1	59.9132177558262
20	70	R	0.985	0.0188484258731263	0.015	0.1	70.1377494763583
20	80	R	0.99	0.014956076040403	0.01	0.1	79.8839239265304
20	90	R	0.99	0.014956076040403	0.01	0.1	90.1282763888128
20	100	R	0.9925	0.014281014264437	0.00750000000000006	0.1	100.136764562782
30	10	R	0.81	0.076357117263063	0.19	0.1	9.77159941662103
30	20	R	0.89	0.0364346727735678	0.11	0.1	20.0432998150121
30	30	R	0.934166666666667	0.0312857982092617	0.0658333333333334	0.1	29.9611011272762
30	40	R	0.9525	0.0311921980048582	0.0475000000000001	0.1	39.7053229700774
30	50	R	0.970833333333333	0.0228617763682844	0.0291666666666668	0.1	50.2050912945066
30	60	R	0.978333333333333	0.018015587792486	0.0216666666666667	0.1	59.9580324292649
30	70	R	0.988333333333333	0.0122115849510841	0.0116666666666667	0.1	70.078942730464
30	80	R	0.990833333333333	0.011438879019221	0.00916666666666677	0.1	79.7766660898924
30	90	R	0.991666666666667	0.0114707866935281	0.00833333333333341	0.1	90.085565194767
30	100	R	0.994166666666667	0.0111803398874989	0.00583333333333336	0.1	99.9222260282841
40	10	R	0.80125	0.0755353698955871	0.19875	0.1	9.86780917816795
40	20	R	0.889375	0.0351862992924055	0.110625	0.1	19.7405403434299
40	30	R	0.929375	0.0244259757118049	0.0706249999999999	0.1	29.7147017458454
40	40	R	0.955	0.0264077341143202	0.045	0.1	39.8865769795142
40	50	R	0.97	0.0200328677296508	0.03	0.1	50.205811360199
40	60	R	0.978125	0.0176194233432133	0.021875	0.1	60.1010635850485
40	70	R	0.989375	0.0116662750560841	0.010625	0.1	70.0882930762134
40	80	R	0.9925	0.00942421293656315	0.00749999999999995	0.1	79.8665125624277
40	90	R	0.991875	0.0116662750560841	0.00812499999999994	0.1	89.8950567819178
40	100	R	0.995	0.0102597835208515	0.005	0.1	100.135255069891
50	10	R	0.794	0.076461204473077	0.206	0.1	10.2218727764674
50	20	R	0.887	0.0355557383036239	0.113	0.1	20.1949722365942
50	30	R	0.933	0.0215455453937882	0.0669999999999999	0.1	30.0995183726773
50	40	R	0.956	0.0241486623798678	0.044	0.1	39.7500086201821
50	50	R	0.9705	0.0195945749742385	0.0295000000000001	0.1	50.0210343760904
50	60	R	0.9775	0.0168194749276577	0.0225	0.1	59.874448050186
50	70	R	0.987	0.0121828179265546	0.013	0.1	69.9237020902336
50	80	R	0.992	0.00833508753466491	0.00800000000000001	0.1	80.2958981064148
50	90	R	0.992	0.0100524937990007	0.00800000000000001	0.1	90.2610811685678
50	100	R	0.9955	0.00825577947481897	0.00449999999999995	0.1	99.7029404208064
